story_id,f_pin,title,description
025a4a4fd516f7ebea4c6,025a4a4fd5,WHY INDIAN SMES ARE IMPORTANT FOR BIG TECH COMPANIES,The need of the hour is for industry stakeholders government policy makers and enterprises to work together to enable the digital empowerment of SMEs which have been left behind.Big tech companies have realised the opportunity as they are actively helping Indian SMEs adopt newer technologies like cloud AI process automation IoT and data analytics to make enterprise process like accounting inventory management sales marketing HR customer service etc more efficient and at par with their large global counterparts.
025a4a4fd516f7ebea4c6,025a4a4fd5,Chinese Province Launches Blockchainbased SME Financing Project,The government led project aims to streamline the process for commercial banks to lend funds to small businesses with more detailed and reliable profiles which include credit ratings provided by its Blockchain network.
025a4a4fd516f7ebea4c6,025a4a4fd5,VoIP in the Middle East Development and emerging trends,Several countries across the Middle East and North Africa 28Mena29 region have had and continue to have an unfavourable stance towards services like Skype Whatsapp voice calls and Apples Facetime.Voice Over Internet Protocol 28VoIP29 has been around since 1973. The first internet phone software was launched in 1995. Industry experts predict a market valuation of over 2493.2 billion by 2024.In enterprise VoIP has been adopted across the board from Burger King to the White House. Further developments in complementary technologies such as 5G Artificial Intelligence 28AI29 Unified Communication UC and machine learning are set to trigger new growth in the VoIP sector in North Africa and parts of the Middle East.
025a4a4fd516f7ebea4c6,025a4a4fd5,The opportunity in Indias emerging social commerce sector,Over 9025 of the small and medium businesses we spoke to in a recent survey sell directly through WhatsApp in India  more than 4x the number who sell on Flipkart and Amazon. Its not surprising given that WhatsApp at over 400M users has five times the daily active user base than any commerce platform in India. This tectonic shift from web to social platforms is redefining Indias ecommerce landscape.Social commerce in China has grown rapidly over the last few years and now accounts for over 1525 of online retail sales in China growing 2x the rate of the overall online retail sector.
025a4a4fd516f7ec86eac,025a4a4fd5,Unveiling a new vision for collaboration Artificial intelligence is transforming the Future of Work.,Cognitive collaboration 3 technology that weaves context and intelligence across applications devices and workflows connecting people with customers colleagues to deliver an unprecedented experience that transforms the way we work.AI is no longer a concept of the future 3 it's now transforming the way we work and is a key component of UC&C strategies. For modern enterprise communications cloud isn't a better way of doing it it's the only way  to do it.by UC EXPO  Published 15 May.
025a4a4fd516f7ec86eac,025a4a4fd5,Collaboration Market Valuations Are Crazy,It pays to be in the collaboration world these days.Within only 3 days of trading Zoom had already surpassed fellow Unicorn CLyftD to become the most valuable tech company to go public in 2019 so far. Zoom helped to kick off what many industry analysts believe will be a massive year for highprofile tech IPOs and collaborative companies.
025a4a4fd516f7ec86eac,025a4a4fd5,Why Unified Communications importance for Enterprises,Communication is the backbone of any successful business this is a business technology gospel something that needs no more proof. Today businesses are not only limited to a single place but they are also multinational or at least multicities. Your head offices might house Administration Marketing Accounts and Human Resources departments but your Productions Units can be a thousand miles away from the headquarters. Dispatch unit along with production must be in sync with accounts.
025a4a4fd516f7ec86eac,025a4a4fd5,The growing impact of artificial intelligence on workplace collaboration.,The incorporation of AI brings us to a new era of intelligent conversational environments and workspaces.There is a paradigm shift in digital workplace technologies and strategies to make enterprises more conversational and smarter. Such conversational environments require data content people applications and overall technology to be in an intimate contextual flow and persistent.
025a4a4fd516f7ec86eac,025a4a4fd5,Cloud unified communications adoption still faces barriers.,Upgrade costs and security concerns were once the main barriers to cloud unified communications. But while vendors addressed those concerns new barriers to adoption have emerged. Cloud but which cloud Cost and loss of ownership Company politics Feature integration Forced changeIn removing barriers to cloud UC take a wider perspective to show your company's users how the longterm benefits will outweigh any shortterm migration or learning curve issues.
025a4a4fd516f7ec86eac,025a4a4fd5,AI Powered UC 3 Let the Machines do the Talking,10 years ago the concept of artificial intelligence powering day to day communication was out there with hoverboards and travel to Mars. Today AI is one of the most exciting technologies to hit the business communications space. Customer engagement is the most significant use case for AI according to research. Command and control Analytics Identifying people Reducing complex workflows Translation Recommended actions.
025a4a4fd516f7ec86eac,025a4a4fd5,A unified solution for multichannel communications procurement.,New technologies such as email smart apps and instant messaging are transforming the communication landscape and together with artificial intelligence 28AI29 they enable companies to implement customercentric multichannelled communication strategies.For procurement professionals the challenge lies in adopting new communications technologies and adapting procurement processes to keep pace with development.
025a4a4fd516f7ec86eac,025a4a4fd5,Is Cognitive Collaboration in UCC's Cards,Contextual targeting of information is the new kid on the block. It grows out of the fact that most collaboration focuses on something usually a document and that it was critical to support that focus rather than the collaborative group dynamic.Intelligence plus context equals Cognitive Collaboration. They're touting the idea of not only Ccollaborative cognition but also communications cognition applying AI to filter and analyze communications in the form of emails etc.
025a4a4fd516f7ec86eac,025a4a4fd5,More Collaborative Workplace Cultures Have Led to Spike in Video Communication.,Survey finds 4825 of business professionals use video conferencing more frequently than they did two years agoEmerging technologies from augmented reality AR to artificial intelligence 28AI29 are poised to reshape the future of the workplace productivity and the nature of how we collaborate. Comparatively however video communication may play an even more important role by keeping dispersed teams connected and fostering a greater sense of collaboration.
025a4a4fd516f7ec86eac,025a4a4fd5,Unified Collaboration That Works for Everyone,Different Generations Use Different Tools 8625 of employees age 2534 used video conferencing tools at work vs. just 4625 of employees age 55 9225 of employees age 1834 used chat tools at work vs. just 5125 of employees 55 All Generations Agree Keep Things Simple 6025 of employees 1824 and 6325 of employees 2534 reported feeling like they waste a lot of time switching between collaboration tools.
025a4a4fd516f7ec86eac,025a4a4fd5,As cognitive technologies take hold preparing your workforce for change is key,The most critical digital technologies being explored today all have a common thread. They are focused on augmenting the human experience with digital capabilities. By using AI organizations can augment their workforce with machines to make them more productive and help employees position themselves for the future.
025a4a4fd516f7ec86eac,025a4a4fd5,Cloud Communications Market Will Triple in the Next Five Years,The marketplace for cloud communications has been growing rapidly not just over the last year but for quite some time now. The Cavell Group one of the leading analyst groups in the industry has recently conducted a new piece of research into the cloud space particularly in the European landscape. They believe that the cloud is ready to move at a faster pace than ever before with new opportunities for businesses of all sizes.
025a4a4fd516f7ec86eac,025a4a4fd5,What Is the Future of Unified Communications,Video conferencing live streams ondemand video and live videoenabled customer service will be at the forefront of these single solution initiatives. There's no more effective form of communication currently available and many users will come to define their unified communications demands by the adaptability and versatility of visual communication.
025a4a4fd516f7ec86eac,025a4a4fd5,The New CCD in UC,When unified communications or CUCD first emerged on the market it was a way of connecting people in various unique forms from instant messaging to Voice over IP 28digital calls29 and video conferencing. People wanted more channels for their conversations and UC could deliver that. However as the age of communication continues to evolve we're beginning to discover that it's not just the range of connectivity options that matters but the quality of those connections too.
025a4a4fd516f7ec86eac,025a4a4fd5,UC Trends 2020 The CPaaS Roundtable,With CPaaS organisations can access everything they need for an effective digital transformation including presence tools workflow management and instant messaging all through simple solutions like SDKs and APIs. For those who can't afford to compromise with a onesizefitsall communication stack there are few things more effective than CPaaS. In fact around 8525 of companies say that using APIs will be critical to their growth going forward.
025a4a4fd516f7ec86eac,025a4a4fd5,The Evolution of Artificial Intelligence and Unified Communications,AI powered collaboration tools can also be used to find relevant documents based on past information and have them ready for meetings saving employees time and making collaboration easier.Voice assistants can help schedule meetings make calls send SMS messages and even translate voicemails to text. AIpowered collaboration tools can also be used to find relevant documents based on past information and have them ready for meetings saving employees time and making collaboration easier.
025a4a4fd516f7ec86eac,025a4a4fd5,Why Google should consider acquiring Slack.,Team messaging is a highly valued tool for organizations and Slack has been the reigning champion of that market space for some time. As more vendors began integrating team messaging with other collaboration tools. Meetings telephony and messaging are being integrated into single cohesive platforms. Slack addresses only the messaging part of the equation and Google offers both meetings and telephony with G Suite and Gmail.
025a4a4fd516f7ec86eac,025a4a4fd5,UC Trends 2020 – GM of Microsoft Teams on Collaboration Market,An exclusive interview as part of our Silicon Valley tour for the UC Trends 2020 series with Lan Ye. General Manager of Microsoft Teams.
025a4a4fd516f7ec86eac,025a4a4fd5,UC Trends 2020  UC Market Insights from RingCentral's COO,An exclusive interview as part of our Silicon Valley tour for the UC Trends 2020 series with RingCentral's COO. David Sipes.
025a4a4fd516f7ec86eac,025a4a4fd5,UC Trends 2020  Head of Workplace by Facebook on Collaboration Market,An exclusive interview as part of our Silicon Valley tour for the UC Trends 2020 series with Karandeep Anand. Head of Workplace by Facebook.
025a4a4fd516f7ec86eac,025a4a4fd5,UC Trends 2020  Twilio's CEO on the CPaaS Market,An exclusive video interview from our Silicon Valley tour for the UC Trends 2020 series with Twilio CEO. Jeff Lawson.
025a4a4fd516f7ec86eac,025a4a4fd5,UC Trends 2020  UC Market Insights from 8x8's CEO,An exclusive interview as part of our Silicon Valley tour for the UC Trends 2020 series with 8x8 CEO. Vikram Verma
025a4a4fd516f7ec86eac,025a4a4fd5,Multimedia crisis communication,It is no longer enough for businesses to issue press releases or statements whenever they anticipate a change disruption or potential crisis.The recent additional number prefix to Metro Manila phone numbers for example necessitated a multimedia approach text messages print ads twitter notices and so on.
025a4a4fd516f7ec86eac,025a4a4fd5,Millennials are Driving a Surge in Demand for Unified Communication.,According to the U.S. Bureau of Labor Statistics Millennials are expected to make up over half of the workforce by 2020 with other reports projecting that number to jump up to 7525 by 2025. A separate report by Grand View Research helps to establish a link between a Millennial eclipse of the jobs market and a growth in UC adoption estimating that the unified communications market will exceed 2475 billion by 2020more than three times its worth of 2423 billion in 2013.
025a4a4fd516f7ec86eac,025a4a4fd5,Collaboration App Usage Patterns Highlight Friction Between Different Generational Users and IT,The market for workstream collaboration WSC and unified communications UC applications is large and growing IDC estimates that the market will be 243.2 billion annually by 2021. Consequently as the market continues to grow and evolve the discord between IT and endusers is magnified.
025a4a4fd516f7ec86eac,025a4a4fd5,Effective Collaboration in the Workplace Reaching Peak Productivity,Workstream collaboration platforms like Slack Microsoft Teams Cisco Webex Teams and Workplace by Facebook have taken the working world by storm. Characterized by persistent chat and unified workspaces these platforms are a central tenet of digital transformation efforts. Gartner predicts that workstream collaboration will continue to proliferate reaching 7025 of companies by 2022.
025a4a4fd516f7ec86eac,025a4a4fd5,Unified Communication Market to Witness Exponential Growth by 2023,The demand for unified communication is on an increase in the recent years owing to its features such as seamless operation realtime communication and integration of content which enables informed decision making and streamlined business processes. The global unified communication market was valued at 2432879 million in 2016 and is projected to reach at 2474244 million by 2023 growing at a CAGR of 12.6025 from 2017 to 2023.
025a4a4fd516f7ec86eac,025a4a4fd5,CPaaS market could boost partners with the right skills,Building enterprise applications becomes simpler with the cloud and one reason for this shift is the IT department27s ability to move away from dabbling with networking infrastructure. Against this backdrop the communications platformasaservice market is rapidly growing.The richness of the new experiences is one reason IDC expects the market to grow from 243.3 billion in 2018 to 2417.2 billion by 2023 a compound annual growth rate of nearly 4025.
025a4a4fd516f7ec86eac,025a4a4fd5,What CPaaS Means to the Enterprise,CPaaS is a cloudbased platform that allows your company to embed communications into applications and create customized flows to enhance the customer and employee experience.The growth of the CPaaS market aligns with emerging trends in customerfacing communications. Much of the rise in interest in CPaaS offerings comes from the evolution of the workplace environment. Additionally employers nationwide report a loss of about 241.8 trillion annually due to lack of employee engagement.
025a4a4fd516f7ec86eac,025a4a4fd5,Why Youll Hear More About CPaaS in 2020.,The article discusses why the Communications Platform as a Service CPaaS market is a growing opportunity how CPaaS works and why a business should be interested in adopting CPaaS. With so many benefits its not surprising to hear that the CommunicationsPlatformas aService CPaaS market has grown at an exponential rate over the last few years. In fact enterprise spend on CPaaS is projected to increase from 242 billion in 2017 to 2410.9 billion by 2022 according to IDC.If your business is new to this advanced technology the best way to describe CPaaS is as a build your own strategy. A cloudbased platform CPaaS enables developersor just about anyoneto embed realtime communication features like voice video and IM directly into apps using application programming interfaces APIs and open software development kits SDKs.
025a4a4fd516f7ec86eac,025a4a4fd5,How Unified Communications Can Create Growth Opportunities For SMEs,SMEs require a robust communications platform that enables them to seamlessly collaborate with all the stakeholders.In simplified terms UC refers to the integration of internal and external workplace communication tools. This is achieved by reducing the number of devices2Finterfaces used for communicating during the business day. Solutions could range from simple video conferencing tools to more complex AIbased chatbots or messaging platforms. Many UC systems provide a single interface that can be used across multiple devices to send and receive information thereby facilitating better communication while mitigating the operational cost.
025a4a4fd516f7ec86eac,025a4a4fd5,How machine learning is changing business communications,Machine learning can also help businesses cope with the always on expectation of customers. Customers expect an immediate answer to a phone call and employees are expected to be by the laptop for conference calls wherever they are working. By handling emails with intelligent automated responses an employee is relieved of at least part of their email influx. Machine learning might also soon be able to tell us whether the customer prefers a call or meeting and when to speak vs. when to listen to a customer on the call. The data will help customer service teams work out what time of day teams need to be on calls and how many employees we need at any one time. Anything that requires the processing of volumes of data to identify patterns could in theory be assisted by machine learning.
025a4a4fd516f7ec86eac,025a4a4fd5,Work Communications 2020 A Decade of Disruption,This new era of work communications is collaborative its anywhere its remote and its intelligent. Business user team and customer expectations have changed and we all expect more than ever before from the way that we connect. Its time for a brandnew decade of disruption.Processes people and technology now need to work together seamlessly giving businesses more chances to offer that perfect end experience.
025a4a4fd516f7ec86eac,025a4a4fd5,Mobile Unified Communications and Collaboration Market 2019 7C Analysis Research Share Growth Sales Trends Supply 26 Forecast till 2026,Global Mobile Unified Communications and Collaboration Market was valued at USD 8.71 billion in 2016 and is projected to reach USD 80.05 billion by 2025 growing at a CAGR of 27.9525 from 2017 to 2025.
025a4a4fd516f7ec86eac,025a4a4fd5,VoIP in the Middle East Development and emerging trends,Several countries across the Middle East and North Africa Mena region have had and continue to have an unfavourable stance towards services like Skype Whatsapp voice calls and Apples Facetime. Voice Over Internet Protocol VoIP has been around since 1973. The first internet phone software was launched in 1995. Industry experts predict a market valuation of over 2493.2 billion by 2024.In enterprise VoIP has been adopted across the board from Burger King to the White House. Further developments in complementary technologies such as 5G Artificial Intelligence AI Unified Communication UC and machine learning are set to trigger new growth in the VoIP sector in North Africa and parts of the Middle East.
025a4a4fd516f7ec86eac,025a4a4fd5,UAEs first business unified communication service launches,Etisalat announced the launch of a cloudbased business unified communication and collaboration service CloudTalk for small and medium businesses and enterprise customers in the UAE. The CloudTalk service will offer users an integrated communication solution for internal and external communication needs.In a statement the UAEbased telecommunications services provider said that it had partnered with Ribbon Communications to provide customers with a secure scalable and cloudnative business communication and collaboration solution.
025a4a4fd516f7ec86eac,025a4a4fd5,UCaaS Market Growth Highlights the Deficiencies of InHouse UCC,Unified communications as a service UCaaS solutions are exploding in popularity both domestically and globally. According to Cision the UCaaS market is poised to reach 2479.3 billion in value by the end of 2024. That represents a vigorous 29.425 compound annual growth rate from 2016 to 2024.
025a4a4fd516f7ec86eac,025a4a4fd5,The top 5 CPaaS market trends to track in 2020,Expect to see changes in the CPaaS market in 202s vendors focus on lowcod Fnocode development omnichannel services and machine learning capabilities.
025a4a4fd516fc37503f5,025a4a4fd5,How to Use Blockchain as a Marketplace,.
025a4a4fd516fc37503f5,025a4a4fd5,Blockchain and Smart Contracts Will Eat Online Marketplaces,.
0262d66a6016f7f44b22c,0262d66a60,Most relaxing position when driving,Take you body up and tight your belt.
0262d66a6016f85392af5,0262d66a60,Most relaxing position when driving,Take you body up and tight your belt.
0262d66a6016f8577a5fb,0262d66a60,Most relaxing position when driving,Take you body up and tight your belt.
0262d88f221700ff4e9dc,0262d88f22,Google Cloud gets a new family of cheaper general purpose compute instances,Google Cloud today announced the launch of its new   family of compute instances. These new instances which are meant for generalpurpose workloads offer a significant cost benefit with saving of around 3125 compared to the current N1 generalpurpose instances.The   family runs on standard Intel and AMD chips but as Google notes they also use a custom CPU scheduler that dynamically maps virtual CPU and memory to physical CPU and memory to maximize utilization. In addition the new system is also smarter about where it places VMs with the added flexibility to move them to other hosts as necessary. To achieve all of this Google built a custom CPU scheduler with significantly better latency guarantees and coscheduling behavior than Linuxs default scheduler. The new scheduler promises submicrosecond wakeup latencies and faster context switching.
0262d88f221700ff4e9dc,0262d88f22,Sorry Microsoft Apples Windows 10 is the operating system we really want,Apple has a reputation for producing stylish and elegantly designed hardware and software products. Microsoft well not so much.
0262d88f221700ff5abaa,0262d88f22,Australia fires Rain brings relief but of huge blazes expected ahead,Sooty rain fell down the east coast from Sydney to Melbourne with torrential rain reported in some parts of New South Wales NSW.But on Sunday night officials warned temperatures would rise by Thursday. They also said huge fires in Victoria and New South Wales could meet to create a larger mega blaze.
0262d88f221700ff5abaa,0262d88f22,Beijing Izinkan Tim Ahli WHO dari Amerika Masuk ke Cina,Cina setuju memberikan izin pada ahli kesehatan asal Amerika Serikat yang menjadi bagian dari tim Organisasi Kesehatan Dunia atau WHO yang akan masuk ke Negeri Tirai Bambu. Tim ahli WHO itu akan berusaha membantu memerangi penyebaran virus corona yang menyebar dengan sangat cepat.
0262d88f221700ff5e909,0262d88f22,color full,indonesia.
0262d88f221700ff5e909,0262d88f22,pesona indonesia,Tempat wisata terindah di Indonesia sudah banyak dikenal oleh dunia internasional. Bahkan Indonesia memang sudah menjadi destinasi favorit untuk berlibur para turis mancanegara beberapa bintang Hollywood pernah menikmati keindahan wisata Indonesia.Apalagi banyak sekali destinasi wisata yang unik dan tidak bisa ditemukan di tempat lainnya. Sebut saja Bali yang telah menjadi destinasi liburan langganan turis dalam negeri maupun mancanegara. Namun tidak hanya Bali saja destinasi wisata yang menakjubkan di Indonesia.
0262d88f221700ff5e909,0262d88f22,Sudahkah Anda Paham Makna Logo Wonderful Indonesia dan Pesona Indonesia,Insiden salah memasang foto Raja Ampat dengan menempatkan Phi Phi Island di area Bandara Soekarno Hatta mencuri perhatian. Bukan hanya salah gambar tetapi pemasangan logo Wonderful Indonesia membuat Kementerian Pariwisata jadi sasaran kritikan warga.
0262d88f221700ff5e909,0262d88f22,Birds seasonal migrations shift earlier as climate changes,In what the authors believe is one of the first studies to examine climate change impact on the timing of bird migration on a continental scale researchers report that spring migrants were likely to pass certain stops earlier now than they would have 20 years ago. Also temperature and migration timing were closely aligned with the greatest changes in migration timing occurring in the regions warming most rapidly. Timing shifts were less apparent in fall they add.
0262d9335516f85815d3d,0262d93355,The Last Mile Beetle,After 70 years the Volkswagen Beetle is retiring. Say goodbye with Ren McCormack Kevin Bacon Andy Warhol and Andy Cohen  as the little bug drives its last mile TheLastMile. 
