celebrity,Olivia Culpo has a princess moment in yellow and white gown as walks the red carpet at British Fashion Awards,She's the former Miss Universe who has found fame as a model.And Olivia Culpo put on an incredibly stylish display on at the British Fashion Council Awards held at London's Royal Albert Hall on Monday evening. The 27-year-old beauty opted for a gorgeous Ralph & Russo gown straight from their Autumn-Winter 2019/2020 Couture Collection runway. celebrity,Tiffany Haddish worries hosting the Oscars would be 'too much stress'... then admits she'd do it 'if they paid me',With no host in place yet for the 92nd Oscars next year. Tiffany Haddish reveals she is happy to take over as host - but only if she gets paid.The comedienne. who turns 40 on Tuesday. was asked about the burgeoning fan campaign for her to host the Oscars on The Tonight Show Starring Jimmy Fallon during an appearance on Monday night. The actress responded by saying: 'That's what's up. that's probably the whole African diaspora.' before stating that she would host the Oscars. on two conditions. 'I would if they paid me and I could do it with somebody.' she said. before asking Fallon if he had hosted the Oscars before.
celebrity,Ron Perlman 'left shaken after driver accidentally drove into group of crew members on set of his neo-western film in British Columbia',One person has been left injured after a person reportedly drove into a group of crew members on accident on the set of Ron Perlman's film. The Last Victim. at the Okanagan Indian Band in British Columbia on Friday. Crew members allegedly scrambled for safety after the driver of a truck mistakenly hit the gas instead of the brakes. accelerating it past it's intended stop point. according to TMZ.  Sources say at least one person was struck by the vehicle.   
celebrity,Felicity Huffman breaks into laughter as she continues fulfilling her community service requirements at The Teen Project,She has been acclimating back to reality after serving 11 days in prison for her role in the college admissions scandal. But the controversial last year seemed out of Felicity Huffman's mind as she continued fulfilling her community service requirements at The Teen Project in Los Angeles on Sunday. The actress. 56. broke out into laughter as she made her way through the parking lot carrying several board games.
celebrity,John Legend is every bit the doting dad as he hoists smiling daughter Luna onto his shoulders while carrying her pink backpack,He's the Sexiest Man Alive - and a doting dad.And John Legend was pictured out with his darling three-year-old daughter Luna in Los Angeles on Monday.The 40-year-old crooner. who got the accolade from People readers last month. hoisted the tot onto his shoulders and carried her pink rucksack.And The Voice coach certainly lived up to his 'sexy' title in a green bomber jacket. black pants and matching trainers.His little girl. who looked adorable in a pink frilly dress and black tights. held onto her dad's forehead.
celebrity,Rob Lowe is trolled by his son John from backstage during a hilarious interview with Ellen DeGeneres,He's known for taking innocent criticism online from his family. And Rob Lowe seemed prepared to take the heat from his son John as he sat down for a chat with Ellen DeGeneres on Monday.The 55-year-old actor sat opposite the talk show host while his 24-year-old son took a seat backstage to quip live commentary on the interview.
celebrity,'When Calls the Heart' Star Andrea Brooks Reveals Daughter's Name and Its Special Meaning (Exclusive),Andrea Brooks is opening up about her new bundle of joy.The When Calls the Heart and Supergirl star -- who welcomed her baby girl on Saturday -- revealed her daughter's name to ET's Deidre Behar on Monday. and explained its special. emotional meaning."Her name is Viola." Brooks shared. "It’s a family name that belonged to my great grandmother. I have one of her lockets from the early 1900s and 'Viola' is inscribed on the back.""When my husband and I started dating. I put a photo of the two of us in the locket." Brooks recalled. "The name has always meant a lot to me."According to the actress. her baby girl "arrived right on time and was born on her actual due date." while she was sure all along that she'd end up having a "December baby.""Birth is a wild journey that I cannot quite put into words. You just have to trust that your body knows what to do." Brooks said. "I am so very thankful for all the incredible doctors and nurses who practice obstetrics for a living. They are truly heroes."
celebrity,Sharon Osbourne Weighs In on Gabrielle Union's 'AGT' Exit and Her 'Own Problems' With NBC,Sharon Osbourne is sharing her thoughts on Gabrielle Union's departure fromAmerica's Got Talent. Osbourne opened up about the drama on Monday's episode of The Talk. offering her perspective as a former judge on the talent competition. As she revealed. she had her "own problems" with the show's network. NBC. before her exit after season seven in 2012.  "It's hard. because everybody's experience on a show is different. and I was at that show for six years. I didn't get let go. However. I left. And that's the truth. I left because of NBC. not because of the show. However. I had my own problems with the network." Osbourne revealed. "I don't know about any of her concerns about the show. Obviously. there wasn't anybody of color on the panel when I was there. so I honestly can't say." she continued. "But when I was there it was. you know. a great show to work on. The crew and everybody was amazing to me. everybody. except the network." 
celebrity,'Lizzie McGuire' Actor Clayton Snyder Engaged to Actress Allegra Edwards,Congratulations are in order for Clayton Snyder! The Lizzie McGuirestar. who played Lizze's crush. Ethan Craft. on the Disney Channel series from 2001 to 2004. is engaged to his longtime girlfriend Allegra Edwards. he revealed on Instagram on Sunday. "2009•2019 Dear Allegra. Some things never change. Except. a lot changed. and then it got very similar. but very different. but better. and now. your finger’s a bit heavier. And not just because of all the pecan pie." he captioned a post featuring side-by-side photos of the pair in 2009 and this year. "What a Thanksgiving. I love your laugh. I love your heart. I love your family. I love you. Looking forward to wifing you." Snyder added. 
celebrity,Piers Morgan hits back at I'm A Celeb's Caitlyn Jenner's partner Sophia Hutchins,Piers Morgan has responded to criticism from I'm A Celebrity's Caitlyn Jenner's 'partner' Sophia Hutchins.The 23-year-old was not happy with her treatment during an interview with Piers on Good Morning Britain. branding his questioning "distasteful" when he asked about her relationship with reality star Caitlyn.The Keeping Up With The Kardashians star has previously said that her relationship with Sophia is not romantic and she hit out at Piers for asking "b******t questions" during a live interview earlier this week.Piers has now hit back at Sophia's rants telling her to "get over herself".
celebrity,Whitney Houston 'tried to seduce Eddie Murphy by wearing lingerie and fur coat',Whitney Houston tried to woo Eddie Murphy by turning up at his house wearing lingerie and a fur coat. her ex-lover has claimed.But the singer was rejected by him and she went on a drug binge for days.Whitney’s former lover. Robyn Crawford. 55. claims that the star “had her eyes and heart set on Eddie” .In a bid to entice the comedian. Whitney “decided to surprise him by showing up at his house with a cake. wearing nothing but lingerie and a fur coat.” Robyn claims.
celebrity,Ex Hollyoaks stars Carley Stenson and Jodi Albert reunite to plan Ali Bastian's baby shower,Fans of classic Hollyoaks were delighted when three iconic members of the cast reunited this week.Ali Bastian. who is pregnant with her first child. was joined by Jodi Albert and Carley Stenson to plan her baby shower on Thursday afternoon.The trio. who all starred in the Channel 4 soap in the noughties. met up for dinner to talk about the special event.Carley. famous for playing Steph Cunningham for several stints between 2000 and 2011. looked glam in a navy blue blouse and jeans.The 37-year-old put a hand on Jodi's arm as the brunette held up a pretty pink blanket that read 'Ali's Babygirl."
celebrity,Ferne McCann leaves fans divided as she unveils new look on social media,Ferne McCann's Instagram followers have been divided by the former TOWIE star's latest ensemble.The reality TV personality. 29. is usually praised by her social media followers for her style but this time she has left fans split on whether her outfit is fashion-forward or a faux-pas.She shared a snap on Friday - where she donned a black beret hat decorated with silver rings teamed with a monochrome satin dress atop of a crisp white shirt - and fans flooded to the comments with opposing views.Some who were not so keen on the look. penned: "Sorry to say this is not a good look not a fan." and "Love u fern but the dress is a big No No."
celebrity,Nigella Lawson opens up about battle with depression and says it's 'anger turned inwards',Nigella Lawson has opened up about her battle with depression. as she dubbed it "anger turned inwards".The writer turned cook. 59. discussed how it feels to suffer from the mental health condition with author Matt Haig on Twitter on Friday.Matt. who wrote the book Reasons to Stay Alive. said he thought depression was the "opposite of wellness". and Nigella voiced her agreement.He had tweeted: "Depression is not the opposite of happiness. It is the opposite of wellness."Nigella replied: "I always think too of @Andrew_Solomon ’s phrase: 'depression is not the opposite of happiness: it's the opposite of vitality.'"
celebrity,Why Ian Somerhalder Was Drawn to ‘V Wars’ Character: His ‘Superpower’ Is ‘Being a Good Dad’,Ian Somerhalder may be stepping back into the world of vampires. but on Netflix’s V Wars. he’s playing the good guy. Not only is his character. Luther Swan. a scientist but he’s also a father — something that drew in the 40-year-old actor immediately.“I wanted to play a guy whose superpower was just being a good dad. He’s a dad. he’s a husband. he’s a doctor. Literally. that’s the guy’s superpower.” the former Vampire Diaries star told Us Weekly exclusively at the V Wars junket. “To me. scientists are superheroes. Great parents are superheroes. I am a parent now. I do recognize that it takes being a bit of a superhero to be a good parent. and that’s all I wanted to play — just this guy. What we realized was people don’t want an ordinary hero. They want an extraordinary hero. We retooled this entire trajectory of this guy.”Somerhalder does have a bit in common with Luther. In July 2017. he became a father for the first time. welcoming daughter Bodhi Soleil with wife Nikki Reed. Additionally. much like the character. Somerhalder’s passionate about finding a way to do good.
celebrity,Shawn Mendes drives fans wild with sneak peek of his buff body while shirtless on hotel balcony in Rio... after cancelling show due to sickness,He was forced to cancel his Saturday night concert in Sao Paulo after he was struck down by laryngitis and a sinus infection. But Shawn Mendes has been doing his best to make it up to his Brazilian fans. greeting them shirtless from his Fasano hotel balcony in Rio de Janerio on Monday morning. The 21-year-old hitmaker appeared as though he had just woken up when he gave his followers a look at his incredibly toned abs. Shawn was wearing a black colored pair of shorts for the morning greeting. 
celebrity,Kim Kardashian Admits She Borrowed a Dress From Kylie Jenner That She Still Hasn’t Returned,Kim Kardashian and Kylie Jenner are truly just like all sisters when it comes to clothes. While they may have access to some of the best fashion in the world. apparently they still like to borrow (or steal?) each other’s stuff.In an Instagram post on Sunday. December 1. the older sister shared a behind-the-scenes fitting photo of herself in a skintight white spaghetti strap dress. In the accompanying caption. she explained that the frock wasn’t set up through a designer like most things she tries on and shares a picture of. but that the sleek dress was actually her baby sister’s.“Old fitting pics.” she wrote. “I borrowed this dress from Kylie. sorry Ky. I will return it soon lol.”
celebrity,Jenna Dewan’s Baby Bump Album: See Pics From Her Second Pregnancy,Bumping along! Jenna Dewan announced in September that she is pregnant with her and boyfriend Steve Kazee’s first child together.“Becoming a mother is quite simply the absolute best most incredible thing that has ever happened to me.” the former World of Dance host wrote on Instagram at the time. “@stevekazee  you are a gift from above and I couldn’t be more excited to be expanding our family together…! Thank you guys for all the love!!”The dancer welcomed her daughter. Everly. with her estranged husband. Channing Tatum. in 2013. The former couple announced their split in April 2018. and Dewan began dating Kazee six months later.
celebrity,Howard Stern accuses Simon Cowell of swapping out female AGT judges for 'hotter' and 'younger chicks' amid Gabrielle Union controversy,Legendary 'shock jock'/former America's Got Talent judge Howard Stern has accused Simon Cowell of unfairly treating the show's female judges.Stern slammed Cowell for 'orchestrating' both Gabrielle Union and Julianne Hough's recent firings on his SiriusXM radio show Monday. telling listeners the former American Idol has always had the deck stacked against female hosts. 'He sets it up that the men stay. no matter how ugly they are. no matter how old they are. no matter how fat they are. no matter how talentless they are.' Stern said.He went on. saying how 'obvious' it was that the show regularly dismissed their female hosts in order to bring in 'hotter chicks and younger chicks.'
celebrity,Jennifer Lopez models a gold-and-black dress as she joins Constance Wu and Lili Reinhart to talk up Hustlers before awards season kicks off,With awards season just around the corner. Jennifer Lopez has been hitting the town promoting her film Hustlers which was released nearly three months ago. The 50-year-old star. who also produced the film. was spotted at The SAG-AFTRA Foundation Robin Williams Center in NYC alongside her co-stars Constance Wu. Keke Palmer. Julia Styles and Lili Reinhart.J-Lo looked glamorous as she risked the frigid temperatures. in a long sleeve dress as she went coat-less for Monday's discussion of the drama. and dodged snow on her way inside. 
celebrity,Jacob Elordi slams rumours he is dating his Euphoria co-star Zendaya: 'She's like my sister',He's been rumored to have been dating Euphoria co-star. Zendaya Coleman for the past several months.But in the new issue of GQ Australia. Jacob Elordi said not so fast.The 22-year-old actor insisted he and the 23-year-old Oakland native are just friends: 'She's like my sister.' 'Zendaya is an amazing creative. you know? She's super dope to work with. She's an incredible artist and a very caring person to all of us.' he said in the magazine. 
celebrity,Gwyneth Paltrow and husband Brad Falchuk wear matching sunglasses as they pose for a rare side-by-side selfie,They couldn't have looked any happier. Gwyneth Paltrow snuggled up to her husband Brad Falchuk on a chilly day in a snap she posted on Instagram on Sunday.But the couple didn't reveal where they were as her old caption was a red lead emoji/This comes just three months after the actress and the producer celebrated one year of wedded bliss. The Goop founder. 47. wore a brightly patterned knitted jacket with a heavy zip. And the ex of Brad Pitt covered her long golden tresses with a blue knitted beanie.Brad. 48. who co-created Glee and the horror-drama anthologies American Horror Story and Scream Queens. was warmly dressed in a bright blue padded jacket.
celebrity, Simon Cowell's X Factor tears explained after he was 'overcome by charity video', Simon Cowell was visibly tearful during Saturday night's X Factor Celebrity final and the reason why he cried has now been explained.The 60-year-old music mogul was seen wiping away tears after watching children from Demelza Hospice perform during the unveiling of a new charity single. Simon had reportedly become close to some of the children after visiting them as part of being Vice-President of Shooting Star Children's Hospices. A source told The Sun that Simon has "has a personal connection with them after visiting the hospice several times recently."
celebrity, Liam Payne admits he used 'mood stabiliser' drugs to help him cope in One Direction days, Liam Payne has admitted he used to take "mood stabiliser" drugs to help him cope in his One Direction days. The 26-year-old was thrust into the limelight as a teenager when he was put into the boyband on the X Factor in 2010. And he's revealed that he used epilepsy medication to 'keep him stable' as he struggled to cope with his meteoric rise to fame. He told The Guardian : "I just needed a little bit of help to keep me stable – but under certain lights on stage or during interviews. I wouldn’t be able to tell them my name." Liam says he also turned to alcohol at the height of his fame to cope with the long periods of boredom he had to endure between shows.
celebrity, Gordon Ramsay shares adorable snap with his lookalike son Oscar before exercising, Gordon Ramsay posed for an adorable picture with his baby son Oscar on Monday afternooThe legendary TV chef. 53. smiled for the sweet snap with his lookalike tiny tot strapped onto his chest in a snug baby carrier as he shared the cute photo with his 7.7 million Instagram followers. The Hell's Kitchen star and little Oscar looked ready to brave the cold as they wrapped up warm in winter clothes and stood by the front door ahead of their afternoon outing. Gordon revealed he was about to head out for his 'Monday work out' using baby Oscar as his 'muscle bag.'
celebrity,Kylie Jenner's grandmother let's slip why lip kit mogul split with Travis Scott, Kylie Jenner and Travis Scott’s romance was doomed due to an inability to commit fully to the relationship - says the reality star’s grandmother. Esther Jenner - mother of 70-year-old I’m A Celeb Caitlyn Jenner. and 22-year-old Kylie’s gran - has been blabbing away about her granddaughter’s failed romance. Kylie and rap star Travis. 27. were in a relationship between 2017 and 2019 and welcomed daughter Stormi Webster together in February 2018. While the reason behind the breakdown of Kylie and Travis’ romance has been a mystery to most. it seems nana Jenner has revealed all.
celebrity,Britney Spears and Ex-Husband Kevin Federline Don’t ‘Have Much of a Relationship’ Other Than Coparenting: ‘They’re Cordial’, Friendly exes? Britney Spears and Kevin Federline don’t talk much unless it’s regarding their children. but as far as they’re concerned that’s OK. “Britney does not have much of a relationship with Kevin other than everyday coparenting stuff” a source told Us Weekly exclusively on Monday. December 2. “They’re cordial but don’t do very much as a family.” Spears. 38. and her ex. 41. who divorced in 2007 after three years of marriage. share sons Preston. 14. and Jayden. 13. and no matter what their personal status. the two work together to make sure the boys are covered. “Preston and Jayden are either with their mom or dad. very rarely both parents.” the source told Us. “Britney is seeing the boys for her birthday on Monday [December 2] and is excited to have dinner and celebrate with them.”
celebrity, Victoria Beckham Dances Spice Girls Choreography With Son Romeo, They slam it to the left. shake it to the right! Victoria Beckham and son Romeo Beckham danced along to Spice Girls’ “Spice Up Your Life” in an adorable clip the former girl bander posted to Instagram on Monday. December 2.“Not the average day in the kitchen… @romeobeckham x VB.” Victoria captioned the upload. In the clip. Victoria shimmies her part of the routine. dressed in black with a baseball cap pulled low over her eyes and bright yellow sneakers on her dancing feet. Next to her. 17-year-old Romeo — wearing a hoodie from Justin Bieber’s Drew House clothing line — starts dancing to the 1997 hit a little half-heartedly but then seems to get into the groove.
celebrity,Britney Spears Is ‘Prioritizing Herself and Her Well-Being’ As She Celebrates Her 38th Birthday,“Stronger than yesterday!” Britney Spears is turning over a new leaf as she blows out the candles on her 38th birthday cake on Monday. December 2.Amid rocky and ongoing drama over her conservatorship. a source tells Us Weekly exclusively that the singer is embracing “a positive headspace.”The source adds. “She has spent the last year prioritizing herself and her well-being. something she did not have a chance to do as much during her Las Vegas residency. She has had less time with her sons but got really close with her mom. Lynne. and sister. Jamie Lynn. again recently. Britney spends most of her time at home with her boyfriend. Sam [Asghari]. or alone. Her relationship with Sam is rock-solid. He brings her so much joy and is a source of stability in her often chaotic life.”
celebrity,Gabrielle Union and Dwyane Wade Through the Years, Gabrielle Union and Dwyane Wade’s Love Story From friends to forever! Gabrielle Union and Dwyane Wade started dating in 2009. Since then. the head-over-heels couple went through a brief split in 2013. a romantic proposal. and a beautiful wedding. See their love story through the years!
celebrity,Brad Pitt Admits He’s Not Always Easygoing: ‘I Lose It at Times’,Brad Pitt gets candid about his flaws in a new interview — explaining. for one. how he loses his cool from time to time.As Pitt. 55. chats with his former Legends of the Fall costar Anthony Hopkins for Interview magazine. Hopkins calls him “as easygoing as ever.” “Pretty much. it’s my gliding speed.” Pitt responds. “But I lose it at times. I get sucked into something. and I can lose it. I take my hands off the wheel. … I’m human.” Pitt didn’t provide any examples during the interview. but he allegedly had an altercation with son Maddox. 18. in September 2016. after which Angelina Jolie filed for divorce from the Ad Astra actor. During their marriage. Pitt and Jolie. 44 — who also share Pax. 16. Zahara. 14. Shiloh. 13. Vivienne. 11. and Knox. 11 — would have “heated. screaming fights.” a source previously told Us Weekly.
celebrity,Dan Osborne confuses fans with picture of wife Jacqueline Jossa as they worry she has left I’m A Celeb,Dan Osborne took to Instagram to throw his support behind his wife Jacqueline Jossa and backed her to emerge from the current series of I'm a Celebrity...Get Me Out of Here! as winner.The 28 year old shared a picture of Jacqueline. 27. in her jungle clothes as she holds their one year old daughter Mia in her arms.The mother-daughter duo beam at each other as the former EastEnders actress also holds onto her hat in the throwback snap. which appears to have been taken before the ITV show kicked off.Dan sweetly called Jacqueline a “winner” in the caption of the snap. as well as begging her to not go away for another extended period of time as he and their children have missed her.He wrote: “We all miss you @jacjossa. but you have come this far.. Keep smashing it. win this show then don’t be leaving again yeah.. please lol.. you’re already a winner in our eyes.” [sic].
jobs,The fastest-growing jobs for 2020 that offer remote and flexible work options,Growth in remote work is among the key workplace trends to watch in the coming year as more companies recognize the benefits of expanding their talent reach beyond their local geographies. Today nearly two-thirds of U.S. companies have employees that work outside of the office. and research indicates the remote work will equal. if not surpass. fixed office locations by the year 2025.FlexJobs. launched in 2007. lists flexible job opportunities in more than 50 career categories. along with career support. The company recently recognized that many of the fastest-growing occupations identified by the Bureau of Labor Statistics also come with flexible work options — either a remote arrangement. a flexible or part-time schedule or freelance work — and each occupation is projected to grow by at least 23%.“We strongly believe that remote work will continue to grow as a primary workplace trend in 2020. said Sara Sutton. founder and CEO of FlexJobs. “Telecommuting clearly has evolved beyond the ‘perk’ stage into a global phenomenon. and the 2020s will see organizations focusing on issues related to this development. such as well-crafted work-from-home policies and better security for shared information.”
